Date	Source	Headline	URL	Country	Reach
14-May-19	Radio 7SD	Half of popular websites vulnerable: study	https://www.7sd.com.au/news/national-news/122732-half-of-popular-websites-vulnerable-study	AU	168
14-May-19	Tasmania Talks	Half of popular websites vulnerable: study	https://www.tasmaniatalks.com.au/newsroom/national-news/38261-half-of-popular-websites-vulnerable-study	AU	1637
14-May-19	5CC - Best Songs of All Time	Half of popular websites vulnerable: study	https://www.5cc.com.au/news/current-events/85357-half-of-popular-websites-vulnerable-study	AU	270
14-May-19	102.3FM - 3BA	Half of popular websites vulnerable: study	https://www.3ba.com.au/news/national-news/87649-half-of-popular-websites-vulnerable-study	AU	3696
14-May-19	Mix 104.9	Half of popular websites vulnerable: study	https://www.mix1049.com.au/headlines/86399-half-of-popular-websites-vulnerable-study	AU	677
14-May-19	Bay 93.9 Geelong	Half of popular websites vulnerable: study	https://www.bay939.com.au/news/current-events/104923-half-of-popular-websites-vulnerable-study	AU	11659
14-May-19	4MK Mackay 1026 AM	Half of popular websites vulnerable: study	https://www.4mk.com.au/news/national-news/116108-half-of-popular-websites-vulnerable-study	AU	1080
14-May-19	2NM AM981	Half of popular websites vulnerable: study	https://www.2nm.com.au/news/national-news/85864-half-of-popular-websites-vulnerable-study	AU	620
14-May-19	Hot 91.1	Half of popular websites vulnerable: study	https://www.hot91.com.au/news/national-news/93638-half-of-popular-websites-vulnerable-study	AU	2263
14-May-19	98.1 Power FM	Half of popular websites vulnerable: study	https://www.981powerfm.com.au/news/national-news/89625-half-of-popular-websites-vulnerable-study	AU	695
14-May-19	SBS (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.sbs.com.au/news/half-of-popular-websites-vulnerable-study	AU	3999837
14-May-19	The McIvor Times	Half of popular websites vulnerable: study	https://www.mcivortimes.com.au/@national/2019/05/14/584668/half-of-popular-websites-vulnerable-study	AU	389
14-May-19	Kyabram Free Press	Half of popular websites vulnerable: study	https://www.kyfreepress.com.au/@national/2019/05/14/584662/half-of-popular-websites-vulnerable-study	AU	294
14-May-19	The Corowa Free Press	Half of popular websites vulnerable: study	https://www.corowafreepress.com.au/@national/2019/05/14/584654/half-of-popular-websites-vulnerable-study	AU	842
14-May-19	Benalla Ensign	Half of popular websites vulnerable: study	https://www.benallaensign.com.au/@national/2019/05/14/584640/half-of-popular-websites-vulnerable-study	AU	655
14-May-19	Campaspe News	Half of popular websites vulnerable: study	https://www.campaspenews.com.au/@national/2019/05/14/584639/half-of-popular-websites-vulnerable-study	AU	273
14-May-19	Riverine Herald	Half of popular websites vulnerable: study	https://www.riverineherald.com.au/@national/2019/05/14/584613/half-of-popular-websites-vulnerable-study	AU	2865
14-May-19	7NEWS.com.au	Half of popular websites vulnerable: study	https://7news.com.au/technology/half-of-popular-websites-vulnerable-study-c-110327	AU	2664
14-May-19	Perth Now (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.perthnow.com.au%2Ftechnology%2Fhalf-of-popular-websites-vulnerable-study-ng-s-1943613&urlCategories=newsLtd&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5wZXJ0aG5vdy5jb20uYXUifQ.oT-ywzkqeFNs-eMBCd8ywNRrf9GYu4YxM-UbqAD7PUJq-KBWybXBOERz6ZgB1I_w9hHjVCxTCKW6VE1DogDe0w	AU	503483
14-May-19	Tatura Guardian	Half of popular websites vulnerable: study	http://www.taturaguardian.com.au/@national/2019/05/14/584604/half-of-popular-websites-vulnerable-study	AU	80
14-May-19	Southern Riverina News	Half of popular websites vulnerable: study	https://www.southernriverinanews.com.au/@national/2019/05/14/584602/half-of-popular-websites-vulnerable-study	AU	273
14-May-19	Deniliquin Pastoral Times	Half of popular websites vulnerable: study	https://www.denipt.com.au/@national/2019/05/14/584603/half-of-popular-websites-vulnerable-study	AU	603
14-May-19	Shepparton News	Half of popular websites vulnerable: study	https://www.sheppnews.com.au/@national-news/2019/05/14/584600/half-of-popular-websites-vulnerable-study	AU	7248
14-May-19	Yarrawonga Chronicle	Half of popular websites vulnerable: study	https://www.yarrawongachronicle.com.au/@national/2019/05/14/584601/half-of-popular-websites-vulnerable-study	AU	1342
14-May-19	Cobram Courier	Half of popular websites vulnerable: study	https://www.cobramcourier.com.au/@national/2019/05/14/584599/half-of-popular-websites-vulnerable-study	AU	1435
14-May-19	Seymour Telegraph	Half of popular websites vulnerable: study	https://www.seymourtelegraph.com.au/@national/2019/05/14/584598/half-of-popular-websites-vulnerable-study	AU	631
14-May-19	Thisismoney.co.uk	Half of popular websites vulnerable: study	https://www.thisismoney.co.uk/wires/aap/article-7024567/Half-popular-websites-vulnerable-study.html	UK	1913197
14-May-19	Bay Post (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.batemansbaypost.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5iYXRlbWFuc2JheXBvc3QuY29tLmF1In0.y9eOlTCgotUOat97mu68kLBwbEzV5aKUnKU1CR8vGwub2Km9eYeyxWMI2vPq45zDYOCpnmwHdjz0bC0HqZ6Jig	AU	3078
14-May-19	Wollondilly Advertiser (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.wollondillyadvertiser.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	5411
14-May-19	Central Western Daily (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.centralwesterndaily.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5jZW50cmFsd2VzdGVybmRhaWx5LmNvbS5hdSJ9.rJdJD27eXPD8tEJWO1OW01-iz7sU5v6fweMfG3UFjtxt20Cf0OHdOir62N3vzvltlS0no6dbR3tI1s0KYpNfmQ	AU	18054
14-May-19	Blue Mountains Gazette (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.bluemountainsgazette.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	15739
14-May-19	Bendigo Advertiser (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.bendigoadvertiser.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5iZW5kaWdvYWR2ZXJ0aXNlci5jb20uYXUifQ.CZElW0KAbBQoX3zmWqQhtGq7pIn2G2T_DOZTpXuqjldFoo3fpaPwp78Zzslt9P7yP5hULy_6CkOkqa_WagvmTw	AU	31838
14-May-19	Busselton-Dunsborough Mail (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.busseltonmail.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4485
14-May-19	The Maitland Mercury (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.maitlandmercury.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5tYWl0bGFuZG1lcmN1cnkuY29tLmF1In0.GqVF4Nabny_q6uAQA7fbuqNVOKf2WadqjwHhe5sREZ48WLtv_-z-yIzlhjl_f-oeIHSQG7ZVW7Z27Pxh19XuSA	AU	9021
14-May-19	Magnet (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.edenmagnet.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2301
14-May-19	Fairfield City Champion (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.fairfieldchampion.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	8172
14-May-19	Parkes Champion-Post (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.parkeschampionpost.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4375
14-May-19	The Rural (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.therural.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	857
14-May-19	Yass Tribune (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.yasstribune.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2133
14-May-19	The Avon Valley Advocate (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.avonadvocate.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2017
14-May-19	Beaudesert Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.beaudeserttimes.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2448
14-May-19	Mudgee Guardian (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.mudgeeguardian.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5tdWRnZWVndWFyZGlhbi5jb20uYXUifQ.ANG1ENXiLzH0cu6oVggY5FqevGoYtu84gw9Pi_JHF27xustbd28uZjdqDH4a53V8RJgBaLFMMk6OsMDHvPxWtw	AU	5529
14-May-19	The Area News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.areanews.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5hcmVhbmV3cy5jb20uYXUifQ.qmvaDbG_i4tB50uc0Ro1ixjPXbQcRCbBmhlYAb1CrqwvbKlrEkUFhd820R6oHMEyApQgi7oTHNG4pSKJ0vV76g	AU	2708
14-May-19	Cootamundra Herald (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.cootamundraherald.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5jb290YW11bmRyYWhlcmFsZC5jb20uYXUifQ.pZVYsgyC1XkBM4n80VdXbRnWs5uAzaKXa827S6HlGI4M3QgL_VSGHIX54AqmNVGnePcLbzlJL1YWs7h0OFWxXA	AU	1031
14-May-19	Camden-Narellan Advertiser (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.camdenadvertiser.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4351
14-May-19	The Irrigator (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.irrigator.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5pcnJpZ2F0b3IuY29tLmF1In0.3D4GvY8vebuwrKMNpLtvGdyf5JkmstfUcMzFh_Vj5ocAsb6Rhn8lPSziO4q7uQWc6fb8kpYPpFXAFLVw8pD5Rg	AU	1577
14-May-19	Mandurah Mail (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.mandurahmail.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	12349
14-May-19	The Transcontinental (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.transcontinental.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1741
14-May-19	Campbelltown Macarthur Advertiser (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.macarthuradvertiser.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	11903
14-May-19	Forbes Advocate (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.forbesadvocate.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2582
14-May-19	Boorowa News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.boorowanewsonline.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	806
14-May-19	Narromine News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.narrominenewsonline.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1448
14-May-19	Port Stephens Examiner (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.portstephensexaminer.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4952
14-May-19	Kiama Independent (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.kiamaindependent.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2578
14-May-19	Blayney Chronicle (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.blayneychronicle.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1221
14-May-19	Namoi Valley Independent (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.nvi.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5udmkuY29tLmF1In0.sbWpgWv44k2dt1-ao5YUtPVxofNzrUmv1iQnm5DtECq1dHqNx5uhizwbzvmSXirnhCRXt-BFk_DUmz47nnSzfw	AU	2094
14-May-19	Lithgow Mercury (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.lithgowmercury.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5saXRoZ293bWVyY3VyeS5jb20uYXUifQ.JOSbvk8c8BkgCGH9wdg39SP-MRwUi5r6JPrEIKkB8dm5u5DuUNM8BgRjP2kHYPQoNvYyFlF4GVWjVdM_qzgt2Q	AU	4432
14-May-19	Bellingen Shire Courier-Sun (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.bellingencourier.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4018
14-May-19	Collie Mail (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.colliemail.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1365
14-May-19	The Islander (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.theislanderonline.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	5020
14-May-19	Milton Ulladulla Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.ulladullatimes.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy51bGxhZHVsbGF0aW1lcy5jb20uYXUifQ.cezmQIwDAAYDmJoNRRf4U1BkEJv1Ngsz8xT6JvxoOTW9_kCyazaBvHhJ538L9pA2BEOAeO88alaDBGKyv6EsjQ	AU	1877
14-May-19	The North West Star (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.northweststar.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5ub3J0aHdlc3RzdGFyLmNvbS5hdSJ9.JXQFgfacJhPEKWerJZdodZ0IB97i_klPlQsELmAQW1ULCn5JESES-IvvfykSPBBCufAWDw6_oFoxkca0-zR0tQ	AU	7730
14-May-19	The Advertiser Lake Times	Half of popular websites vulnerable: study	https://www.advertiserlaketimes.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	552
14-May-19	The Scone Advocate (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.sconeadvocate.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	929
14-May-19	Stawell Times-News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.stawelltimes.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5zdGF3ZWxsdGltZXMuY29tLmF1In0.23QvU6p_KY1YgyqewTSlarAzSaOUIomTXhfknO3mn_EoN5tgeNs6q25hbPZFggyAHYDO4vmlidfoHkBrtofY4g	AU	2414
14-May-19	The Advocate - Hepburn (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.hepburnadvocate.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5oZXBidXJuYWR2b2NhdGUuY29tLmF1In0.hNtKrgzCbCqmG8RanWu69pNK5R_hWbNmliuzt2LmNxwYi3wHcEVeHhaa8amT-5zP265ES4StuNU5ZtFL8MBDNQ	AU	1742
14-May-19	The Murray Valley Standard (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.murrayvalleystandard.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	5771
14-May-19	The Border Mail (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.bordermail.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5ib3JkZXJtYWlsLmNvbS5hdSJ9.92XaJozNIl1X8ics_AWdhrlxd0kIgh9GGbciVEBXZvqbAo5YDEf6p_NscFwGorL9OE5y43cYeUglvBVYDaAClg	AU	18694
14-May-19	The Naracoorte Herald (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.naracoorteherald.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4064
14-May-19	Jimboomba Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.jimboombatimes.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3151
14-May-19	Port Macquarie News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.portnews.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5wb3J0bmV3cy5jb20uYXUifQ.13Z7vhV0VxBxMGhOvpbN7Cjnd3jPPU_n8XysTBKRLKnCrOoK_rhYVSwfOgXNvYjuYo_Tk-8tFNR_euJFSmx18A	AU	14265
14-May-19	The Armidale Express (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.armidaleexpress.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5hcm1pZGFsZWV4cHJlc3MuY29tLmF1In0.gK2DRnwwLCrv-RXGuFokaEkEdzRaIGoyO8kFh10cFYGSNvJWx1G80B14eQHHZcDwm4MDTOn_Y_hW7stapQbzCQ	AU	7024
14-May-19	Western Magazine (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.westernmagazine.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2080
14-May-19	The Star (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.newcastlestar.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2225
14-May-19	Wellington Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.wellingtontimes.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3316
14-May-19	The Singleton Argus (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.singletonargus.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3321
14-May-19	Northern Argus (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.northernargus.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	702
14-May-19	Hunter Valley News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.huntervalleynews.net.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1538
14-May-19	The Wimmera Mail-Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.mailtimes.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5tYWlsdGltZXMuY29tLmF1In0.FjDDWOPyEqJ8yJNi_TQBx9Txo2lPYhi9o59-XwFuRtCaPUfRozOM8tT58AizGzPIb1uiznNV3c9IDUaeUYt0vg	AU	4983
14-May-19	Braidwood Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.braidwoodtimes.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	934
14-May-19	Ararat Advertiser (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.araratadvertiser.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5hcmFyYXRhZHZlcnRpc2VyLmNvbS5hdSJ9.G3DNIIy5UXhF6eKX_di_u8Z72_kUU6xchcp3UapWFzN7Dvgyds-el52wk6Y4NLkLA9quXOpjEv9peS7jEZ9knw	AU	4775
14-May-19	Crookwell Gazette (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.crookwellgazette.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1690
14-May-19	Katherine Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.katherinetimes.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5rYXRoZXJpbmV0aW1lcy5jb20uYXUifQ.EU1k5CZ27UYuOP7uEotv47zeda8K8s7kZGNfg5236dJjZ1BDm4l1SPx12UgehXWJQCJUsd29FHqvCcF1HtVTEQ	AU	4255
14-May-19	The Macleay Argus (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.macleayargus.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5tYWNsZWF5YXJndXMuY29tLmF1In0.d-mv4FoKkrmBSYkC_4C0Q3sz_Ly37cq98LuC965PzWLRTAWlDhPVgaZm8KcYwLhrwdSvz4tGXWVNReO9qS_oKA	AU	3658
